School_ID,Legacy_Unit_ID,Finance_ID,Short_Name,Long_Name,Primary_Category,Is_High_School,Is_Middle_School,Is_Elementary_School,Is_Pre_School,Summary,Administrator_Title,Administrator,Secondary_Contact_Title,Secondary_Contact,Address,City,State,Zip,Phone,Fax,CPS_School_Profile,Website,Facebook,Twitter,Youtube,Pinterest,Attendance_Boundaries,Grades_Offered_All,Grades_Offered,Student_Count_Total,Student_Count_Low_Income,Student_Count_Special_Ed,Student_Count_English_Learners,Student_Count_Black,Student_Count_Hispanic,Student_Count_White,Student_Count_Asian,Student_Count_Native_American,Student_Count_Other_Ethnicity,Student_Count_Asian_Pacific_Islander,Student_Count_Multi,Student_Count_Hawaiian_Pacific_Islander,Student_Count_Ethnicity_Not_Available,Statistics_Description,Demographic_Description,Dress_Code,PreK_School_Day,Kindergarten_School_Day,School_Hours,Freshman_Start_End_Time,After_School_Hours,Earliest_Drop_Off_Time,Classroom_Languages,Bilingual_Services,Refugee_Services,Title_1_Eligible,PreSchool_Inclusive,Preschool_Instructional,Significantly_Modified,Hard_Of_Hearing,Visual_Impairments,Transportation_Bus,Transportation_El,Transportation_Metra,Average_ACT_School,Mean_ACT,College_Enrollment_Rate_School,College_Enrollment_Rate_Mean,Graduation_Rate_School,Graduation_Rate_Mean,Overall_Rating,Rating_Status,Rating_Statement,Classification_Description,School_Year,Third_Contact_Title,Third_Contact_Name,Fourth_Contact_Title,Fourth_Contact_Name,Fifth_Contact_Title,Fifth_Contact_Name,Sixth_Contact_Title,Sixth_Contact_Name,Seventh_Contact_Title,Seventh_Contact_Name,Network,Is_GoCPS_Participant,Is_GoCPS_PreK,Is_GoCPS_Elementary,Is_GoCPS_High_School,Open_For_Enrollment_Date,Closed_For_Enrollment_Date,School_Latitude,School_Longitude,Location
610093,5060,24651,NEIL,Jane A Neil Elementary School,ES,false,true,true,true,"Neil Elementary School is located on the South Side of Chicago in the Chatham community. Neil serves diverse learners and general education students  in Grades K-8. Neil has a full-time nurse on staff to support all students medical needs.  
 
    .tb_button {padding:1px;cursor:pointer;border-right: 1px solid #8b8b8b;border-left: 1px solid #FFF;border-bottom: 1px solid #fff;}.tb_button.hover {borer:2px outset #def; background-color: #f8f8f8 !important;}.ws_toolbar {z-index:100000} .ws_toolbar .ws_tb_btn {cursor:pointer;border:1px solid #555;padding:3px}   .tb_highlight{background-color:yellow} .tb_hide {visibility:hidden} .ws_toolbar img {padding:2px;margin:0px}
 
 
    .tb_button {padding:1px;cursor:pointer;border-right: 1px solid #8b8b8b;border-left: 1px solid #FFF;border-bottom: 1px solid #fff;}.tb_button.hover {borer:2px outset #def; background-color: #f8f8f8 !important;}.ws_toolbar {z-index:100000} .ws_toolbar .ws_tb_btn {cursor:pointer;border:1px solid #555;padding:3px}   .tb_highlight{background-color:yellow} .tb_hide {visibility:hidden} .ws_toolbar img {padding:2px;margin:0px}",Principal,Tawane Renee Knox,School Clerk,Marilyn Fredick,8555 S MICHIGAN AVE,Chicago,Illinois,60619,773-535-3000,773-535-3010,https://www.cps.edu/schools/schoolprofiles/610093,https://neil.cps.edu,,,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",256,192,83,9,243,10,1,1,0,0,0,0,0,1,There are 256 students enrolled at NEIL.  75% are Low Income Students.  32.4% are Diverse Learners.  3.5% are Limited English Learners.,The largest demographic at NEIL is Black.  This demographic makes up 94.9% of the student population.  The second greatest demographic is Hispanic at 3.9%.,true,Half Day,Full Day,08:45 AM-03:45 PM,,,8:15 AM,,,,true,,,true,,true,"29, 87",Red,,,,,,,,Level 2,PROVISIONAL SUPPORT,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2021-2022,Counselor,Mrs. Shatona Edwards,Engineer,Michael Berry,Case Manager,Ms. Wilma Bell,Clerk,Ms. Marilyn Fredrick,,,Network 12,true,false,true,false,09/01/2004,,41.738407,-87.620933,POINT (-87.620933 41.738407)
610523,2085,28081,EDISON PARK,Edison Park Elementary School,ES,false,true,true,false,"Edison Park Elementary strives to provide a superior education that fosters critical thinking and independent learning, while preparing students for college and career. We provide our students with differentiated instruction, while creating challenging learning experiences in a safe environment.Our focus on rigorous academics. instills a sense of shared responsibilities, accountability, and social development.",Principal,John Finelli,Assistant Principal,Mrs. Amber Whitfield,6220 N OLCOTT AVE,Chicago,Illinois,60631,773-534-0960,773-534-0969,https://www.cps.edu/schools/schoolprofiles/610523,https://edisonparkelementary.org,http://www.facebook.com/EdisonParkElementarySchool,https://twitter.com/eddiepwolf,,,true,"K,1,2,3,4,5,6,7,8",K-8,463,77,85,45,5,106,318,24,0,0,0,10,0,0,There are 463 students enrolled at EDISON PARK.  16.6% are Low Income Students.  18.4% are Diverse Learners.  9.7% are Limited English Learners.,The largest demographic at EDISON PARK is White.  This demographic makes up 68.7% of the student population.  The second greatest demographic is Hispanic at 22.9%.,true,,Full Day,07:45 AM-02:45 PM,,,,,,,false,,,,,,"88, 90N",Blue,,,,,,,,Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2021-2022,,,,,,,,,,,Network 1,true,false,true,false,07/01/2008,,41.994238,-87.813771,POINT (-87.813771 41.994238)
610021,4290,24011,CASALS,Pablo Casals Elementary School,ES,false,true,true,true,"Casals offers a program of general education instruction in an environment emphasizing the school’s pride in its multi-ethnic student body. Casals offers algebra to accelerated students in 8th grade. Casals boasts science and computer labs, as well as Internet access throughout the school.",Principal,Kristie Langbehn,Assistant Principal,Teresa Chavez,3501 W POTOMAC AVE,Chicago,Illinois,60651,773-534-4444,773-534-4559,https://www.cps.edu/schools/schoolprofiles/610021,https://www.casalssoe.org/,,https://twitter.com/AUSLChicago,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",351,276,42,75,126,212,12,0,0,0,0,1,0,0,There are 351 students enrolled at CASALS.  78.6% are Low Income Students.  12% are Diverse Learners.  21.4% are Limited English Learners.,The largest demographic at CASALS is Hispanic.  This demographic makes up 60.4% of the student population.  The second greatest demographic is Black at 35.9%.,true,Full and Half Day,Full Day,07:45 AM-02:45 PM,,,,,,,true,true,,,,,"70, 82, 52",,,,,,,,,Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2021-2022,,,,,,,,,,,Network 5,true,false,true,false,09/01/2004,,41.904503,-87.714234,POINT (-87.714234 41.904503)
610390,7140,45221,RICKOVER MILITARY HS,Hyman G Rickover Naval Academy High School,HS,true,false,false,false,"Rickover provides a foundation for future success by enabling cadets to excel academically, to engage in meaningful leadership training and to have experiences that prepare them for post-secondary education. 
 We believe the world is the classroom; examples of the experiences students have are US and international travel, partnership programs with universities, and interaction with US Navy Admirals, political leaders and corporate CEOs. Cadets have opportunities to take Advanced Placement and Dual-credit courses. 
 Cadets have opportunities to be peer leaders from their first day of school. They may be responsible for a squad of 5 to a class of 28. They can rise to be responsible for the school of 600 students. 
 Rickover cadets are part of a tradition of academic excellence and post-secondary preparation. Our graduates for years have averaged over $100,000 in scholarships. 100% of graduates for years have been accepted to a post-secondary school. A large percentage of our graduates complete more than 100 hours of community service. 
 Our cadets live by our motto Learning to Lead in Order to Serve! 
 RICKOVER'S NEW HOME IS AT 5700 W. BERTEAU AVE, CHICAGO, 60634",Principal,Michael Jerome Biela,Assistant Principal,Jen Narbert,5700 W BERTEAU AVE,Chicago,Illinois,60634,773-534-2890,773-534-8715,https://www.cps.edu/schools/schoolprofiles/610390,http://www.rickovernaval.org,http://www.facebook.com/rickovernavalhs,https://twitter.com/RickoverNavalHS,https://www.youtube.com/channel/UC02t2PmRdDEUnZrDPZoMQPA,,false,"9,10,11,12",9-12,442,319,76,63,18,341,64,13,1,0,0,5,0,0,There are 442 students enrolled at RICKOVER MILITARY HS.  72.2% are Low Income Students.  17.2% are Diverse Learners.  14.3% are Limited English Learners.,The largest demographic at RICKOVER MILITARY HS is Hispanic.  This demographic makes up 77.1% of the student population.  The second greatest demographic is White at 14.5%.,true,,,8:05 a.m. - 3:18 p.m.,8:05 a.m. - 3:24 p.m.,3:30 p.m. - 6:00 p.m.,7:15 a.m.,Spanish,false,false,true,,,,,,"91, 78, 85, 80",Blue,Union Pacific Northwest (UP-NW),,,68.3,67.2,88.7,78.9,Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .",For students who wish to develop leadership and team-building skills as well as receive military training.,School Year 2021-2022,Assistant Principal,Jeff Rodriguez,Commandant,Col Lawrence Kaifesh,Counselor,Beth Lanners,,,,,ISP,true,false,false,true,09/01/2004,,41.957599,-87.769938,POINT (-87.769938 41.957599)
610130,5440,24971,PIRIE,John T Pirie Fine Arts & Academic Center ES,ES,false,false,true,true,"Pirie, a Fine and Performing Arts Magnet Cluster School and part of the Chatham/Washington Heights Magnet Cluster Initiative, believes integrating the arts across the core curriculum subject areas leads to the development of the whole child and academic success. Pirie partners with several community businesses to enhance our educational programs and fine arts programs.",Principal,Senalda Rochelle Grady,,,650 E 85TH ST,Chicago,Illinois,60619,773-535-3435,773-535-3405,https://www.cps.edu/schools/schoolprofiles/610130,http://pirie.cps.edu,http://www.facebook.com/pirieschool,,,,true,"PK,K,1,2,3,4,5,6","PK,K-6",219,148,24,2,212,2,1,0,1,0,0,3,0,0,There are 219 students enrolled at PIRIE.  67.6% are Low Income Students.  11% are Diverse Learners.  0.9% are Limited English Learners.,The largest demographic at PIRIE is Black.  This demographic makes up 96.8% of the student population.  The second greatest demographic is Other at 1.4%.,true,Full Day,Full Day,8:30 AM-3:30 PM,,,8:15 AM,,,,true,,,,,,"4, 87",,,,,,,,,Level 2,PROVISIONAL SUPPORT,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2021-2022,,,,,,,,,,,Network 12,true,false,true,false,09/01/2004,,41.74034,-87.607891,POINT (-87.607891 41.74034)
610086,4980,24601,MOUNT VERNON,Mount Vernon Elementary School,ES,false,true,true,true,"Students have access to art, library, and physical education classes. The school also offers special education services to qualified students. Mt. Vernon students have access to the Internet through a computer lab and classroom computers. Students can earn awards for perfect attendance, citizenship, and most gains in test scores.",Principal,Raquel Davis,Assistant Principal,Anjanette Lipsett,10540 S MORGAN ST,Chicago,Illinois,60643,773-535-2825,773-535-2827,https://www.cps.edu/schools/schoolprofiles/610086,https://mtvernon.cps.edu,http://www.facebook.com/MTVWildcats/,http://twitter.com/MtVernonSchool,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",248,191,44,0,235,2,0,0,0,0,0,1,0,10,There are 248 students enrolled at MOUNT VERNON.  77% are Low Income Students.  17.7% are Diverse Learners.  0.0% are Limited English Learners.,The largest demographic at MOUNT VERNON is Black.  This demographic makes up 94.8% of the student population.  The second greatest demographic is Other at 4.4%.,true,Full Day,Full Day,07:45 AM-02:45 PM,,3:00PM - 4:30PM,7:45AM,,,,true,,,,,,"8A, 108",,Rock Island District (RI),,,,,,,Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2021-2022,Counselor/Case Manager,Andrew Tourville,,,,,,,,,Network 13,true,false,true,false,09/01/2004,,41.701952,-87.647652,POINT (-87.647652 41.701952)
400134,9051,66618,YCCS - ADDAMS,YCCS-Jane Addams Alternative HS,HS,true,false,false,false,YCCS-Jane Addams High School,Director,Theresa Comparini,,,1814 S UNION AVE,Chicago,Illinois,60616,312-563-1748,312-563-1756,https://www.cps.edu/schools/schoolprofiles/400134,http://www.jahs.org,http://www.facebook.com/jahs,,,,false,"9,10,11,12",9-12,158,120,13,12,42,105,5,5,1,0,0,0,0,0,There are 158 students enrolled at YCCS - ADDAMS.  75.9% are Low Income Students.  8.2% are Diverse Learners.  7.6% are Limited English Learners.,The largest demographic at YCCS - ADDAMS is Hispanic.  This demographic makes up 66.5% of the student population.  The second greatest demographic is Black at 26.6%.,true,,,8:30 AM - 3:10 PM,,,,,,,true,,,,,,"18, 8, 21",Orange,,,,24.8,67.2,,,Level 1+,NOT APPLICABLE,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2021-2022,,,,,,,,,,,Options,false,false,false,false,07/01/2012,,41.857208,-87.644888,POINT (-87.644888 41.857208)
610179,5960,25401,SMYSER,Washington D Smyser Elementary School,ES,false,true,true,true,"Each academic year, is a perfect opportunity to reaffirm high expectations and goals for making this a dynamic and wonderful year.  As always, Smyser School strives to provide high quality educational services to all children through a variety of programs.  As tests scores continue to rise, it is essential for students, parents, administrators, teachers, staff, and community members to continue working together to bring resources, opportunities, and innovative programming to our wonderful school. Through synergy, everything is possible.  Let’s keep the momentum moving forward.",Principal,Jerry Travlos,Assistant Principal,Mr. Beiza,4310 N MELVINA AVE,Chicago,Illinois,60634,773-534-3711,773-534-3555,https://www.cps.edu/schools/schoolprofiles/610179,https://smyser.org,,https://twitter.com/jerrytravlos?lang=en,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",770,460,80,198,14,492,202,41,7,0,0,6,2,6,There are 770 students enrolled at SMYSER.  59.7% are Low Income Students.  10.4% are Diverse Learners.  25.7% are Limited English Learners.,The largest demographic at SMYSER is Hispanic.  This demographic makes up 63.9% of the student population.  The second greatest demographic is White at 26.2%.,false,Full Day,Full Day,8:15/8:45 AM-3:15/3:45 PM,,3:15/3:45 PM -4:15/4:45 PM OST,15 minutes prior to start of school,"Polish, Spanish",true,,true,,,,,,"78, 91",Blue,,,,,,,,Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2021-2022,Assistant Principal,Mrs. Dinella,Clerk,Ms. Luczak,Counselor,Mrs. Leibovich,Case Manager,Mrs. Leiman,,,ISP,true,false,true,false,09/01/2004,,41.958868,-87.781975,POINT (-87.781975 41.958868)
610097,5100,24681,NIXON,William P Nixon Elementary School,ES,false,false,true,true,"Nixon is a proud neighborhood school situated in the heart of the Hermosa community. We offer a rigorous curriculum focused on supporting students in engaging in complex tasks, making their thinking visible, and synthesizing learning through writing. We are a proud bilingual school with a Dual Language program beginning in Pre-K. Our goal is to promote a bilingual and bicultural environment that affirms all cultural and linguistic backgrounds. We aim to expose our students to varied enrichment opportunities, including, but not limited to: sports, capoeira, ballet, folkloric dance, band, and choir classes. We pursue these goals through multiple and varied partnerships, including partnership with parents, elected officials, and community organizations, such as Family Focus, Trini Davila, Hermosa Neighborhood Association, and many more. Visit our site or our school to learn more!",Principal,Diana Gomez Rodriguez,Assistant Principal,Megan Clendening,2121 N KEELER AVE,Chicago,Illinois,60639,773-534-4375,773-534-4539,https://www.cps.edu/schools/schoolprofiles/610097,http://nixon.cps.edu,,,,,true,"PK,K,1,2,3,4,5,6","PK,K-6",586,432,77,320,15,558,9,2,1,0,0,1,0,0,There are 586 students enrolled at NIXON.  73.7% are Low Income Students.  13.1% are Diverse Learners.  54.6% are Limited English Learners.,The largest demographic at NIXON is Hispanic.  This demographic makes up 95.2% of the student population.  The second greatest demographic is Black at 2.6%.,true,Full Day,Full Day,07:45 AM-02:45 PM,,,7:30 AM,,true,,true,,,,,,"53, 73",,,,,,,,,Level 2+,GOOD STANDING,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2021-2022,,,,,,,,,,,Network 4,true,false,true,false,09/01/2004,,41.919581,-87.73142,POINT (-87.73142 41.919581)
610122,5360,24891,PEIRCE,Helen Peirce International Studies ES,ES,false,true,true,true,"Helen C. Peirce cultivates a learning environment that fosters intellectual, social, and emotional growth. Through the rigorous International Baccalaureate Primary and Middle Years Programme and a differentiated instructional approach, we challenge our students to become critical thinkers and lifelong learners. Peirce utilizes a Restorative Approach to develop school culture, places special emphasis on inclusion, has strong parental/community partnerships, several after school based programs and arts partnerships at every grade level.",Principal,Lorianne Zaimi,Assistant Principal,Samuel Lee,1423 W BRYN MAWR AVE,Chicago,Illinois,60660,773-534-2440,773-534-2577,https://www.cps.edu/schools/schoolprofiles/610122,http://peirce.cps.edu,http://www.facebook.com/PeirceCPS,,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",1056,403,126,204,76,366,460,67,7,0,0,79,1,0,There are 1056 students enrolled at PEIRCE.  38.2% are Low Income Students.  11.9% are Diverse Learners.  19.3% are Limited English Learners.,The largest demographic at PEIRCE is White.  This demographic makes up 43.6% of the student population.  The second greatest demographic is Hispanic at 34.7%.,false,Full Day,Full Day,08:00 AM-03:00 PM,,,,,true,false,false,true,,,,,"22, 36, 50",Red,,,,,,,,Level 1+,GOOD STANDING,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2021-2022,Assistant Principal,Kristen Munoz,,,,,,,,,ISP,true,false,true,false,09/01/2004,,41.983456,-87.66585,POINT (-87.66585 41.983456)
400026,4914,66075,CICS - LOOMIS,CICS - Loomis Primary,ES,false,false,true,false,"Chicago International Charter School’s mission is to provide a high-quality college preparatory education through innovation and choice. Our vision is to provide a safe, nurturing, and welcoming environment for our students and their families.",Director,Lindsey Girard,,,9535 S LOOMIS ST,Chicago,Illinois,60643,773-429-8955,773-429-8441,https://www.cps.edu/schools/schoolprofiles/400026,https://cicsloomisprimary.org,,,,,false,"K,1,2",K-2,399,234,20,1,393,5,0,0,0,0,0,0,0,1,There are 399 students enrolled at CICS - LOOMIS.  58.6% are Low Income Students.  5% are Diverse Learners.  0.3% are Limited English Learners.,The largest demographic at CICS - LOOMIS is Black.  This demographic makes up 98.5% of the student population.  The second greatest demographic is Hispanic at 1.3%.,true,,Full Day,7:45 AM-3:15 PM,,3:30 pm-5:30 pm,07:25 AM,,true,,true,,,,,,,,,,,,,,,Inability to Rate,NOT APPLICABLE,"This school did not have enough data to receive a rating based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2021-2022,,,,,,,,,,,Charter,false,false,false,false,07/01/2008,,41.720246,-87.657561,POINT (-87.657561 41.720246)
609817,2440,22391,BUDLONG,Lyman A Budlong Elementary School,ES,false,true,true,true,"Budlong is a global community of learners dedicated to providing a personalized education in a safe and supportive learning environment through collaboration with staff, families, and community. We integrate the Habits of Heart, Mind, and Work in all activities and are committed to the academic, social, and emotional growth of our students. We differentiate instruction, and offer before/after school care, sports and other after school programs.",Principal,Naomi Lyn Nakayama,Assistant Principal,Ms. Mallory Bachmeier,2701 W FOSTER AVE,Chicago,Illinois,60625,773-534-2591,773-534-2544,https://www.cps.edu/schools/schoolprofiles/609817,http://budlong.cps.edu,https://www.facebook.com/pages/BudlongElementarySchool/1501208186816232,https://twitter.com/PrincipalNaomi,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",647,368,76,229,39,268,211,98,3,0,0,25,0,3,There are 647 students enrolled at BUDLONG.  56.9% are Low Income Students.  11.7% are Diverse Learners.  35.4% are Limited English Learners.,The largest demographic at BUDLONG is Hispanic.  This demographic makes up 41.4% of the student population.  The second greatest demographic is White at 32.6%.,false,Full Day,Full Day,8:15 AM - 3:15 PM,,3:15 PM - 5:15 PM,7:30 AM,Chinese,true,,true,true,,,,,"92, 93","Blue, Brown, Purple, Red",,,,,,,,Level 1+,GOOD STANDING,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2021-2022,,,,,,,,,,,ISP,true,false,true,false,09/01/2004,,41.975754,-87.696556,POINT (-87.696556 41.975754)
609955,3670,23451,GRESHAM,Walter Q Gresham Elementary School,ES,false,true,true,true,"Gresham School of Excellence is a collaborative community where students achieve excellence in a positive environment.  We develop productive leaders by empowering the whole child emotionally, soically and academically.   
 
Our mission is to provide a college and career bound culture that fosters student achievement through high expectations, rigorous instruction, collaborative partnerships with families and social emotional support.",Principal,Kimberly Sheneice Oliver,Assistant Principal,Mariah Wilson,8524 S GREEN ST,Chicago,Illinois,60620,773-535-3350,773-535-3563,https://www.cps.edu/schools/schoolprofiles/609955,http://Greshamschool.org,,,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",365,314,49,1,358,5,0,0,0,0,0,2,0,0,There are 365 students enrolled at GRESHAM.  86% are Low Income Students.  13.4% are Diverse Learners.  0.3% are Limited English Learners.,The largest demographic at GRESHAM is Black.  This demographic makes up 98.1% of the student population.  The second greatest demographic is Hispanic at 1.4%.,true,Full Day,Full Day,08:45 AM-03:45 PM,,3:4 5 PM - 5:00 PM,8:30,,,,true,,,,,,"8A, 24, 87",Red,Rock Island District (RI),,,,,,,Level 2+,GOOD STANDING,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2021-2022,Counselor,Danielle Bonner,SEL Coordinator,Carolyn Knight,School Clerk,Theresa Stewart,,,,,Network 11,true,false,true,false,09/01/2004,,41.73892,-87.645025,POINT (-87.645025 41.73892)
610146,5610,25121,REVERE,Paul Revere Elementary School,ES,false,true,true,true,"Paul Revere Elementary School, an open enrollment school, offers students quality literacy and math instruction. Part of the Community Schools network, the school offers a variety of after school tutoring and enrichment clubs. Revere has a host of partners includng the Gary Comer Youth Center, Revere C.A.R.E., and University of Chicago and University of Illinois Hospitals.",Principal,Veronica Julia Thompson,Other,,1010 E 72ND ST,Chicago,Illinois,60619,773-535-0618,773-535-0614,https://www.cps.edu/schools/schoolprofiles/610146,https://wearerevere.org,,,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",222,172,18,0,218,4,0,0,0,0,0,0,0,0,There are 222 students enrolled at REVERE.  77.5% are Low Income Students.  8.1% are Diverse Learners.  0.0% are Limited English Learners.,The largest demographic at REVERE is Black.  This demographic makes up 98.2% of the student population.  The second greatest demographic is Hispanic at 1.8%.,true,Full Day,Full Day,08:45 AM-03:45 PM,,3:45-5:00 PM,8;30 am,,,,true,,,,,,"30, 71",Red,,,,,,,,Level 2,PROVISIONAL SUPPORT,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2021-2022,,,,,,,,,,,Network 12,true,false,true,false,09/01/2004,,41.764196,-87.600177,POINT (-87.600177 41.764196)
400176,9651,63144,EXCEL SOUTHWEST HS,Excel Academy Southwest,HS,true,true,false,false,http://cameloteducation.org/excel-academy-of-southwest/,Principal,Jake Benke,Director of Operations,Jamal Tillery,7050 S WASHTENAW AVE,Chicago,Illinois,60629,773-424-0721,773-424-0746,https://www.cps.edu/schools/schoolprofiles/400176,https://cameloteducation.org/excelsouthwest,https://www.facebook.com/STEMBULLDOGS2020/,,,,false,"8,9,10,11,12",8-12,150,111,24,11,102,42,3,0,1,0,0,1,0,1,There are 150 students enrolled at EXCEL SOUTHWEST HS.  74% are Low Income Students.  16% are Diverse Learners.  7.3% are Limited English Learners.,The largest demographic at EXCEL SOUTHWEST HS is Black.  This demographic makes up 68% of the student population.  The second greatest demographic is Hispanic at 28%.,true,,,8:00AM - 3:30 PM,,,8:00AM,,false,,true,,,,,,"67, 94",,,,,25,67.2,0,78.9,Level 2+,GOOD STANDING,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .",Schools that have their own processes for enrollment.,School Year 2021-2022,Director of Diverse Learning,Francis Adamitis,Director of Student Services,Juan Funes,Academic Advisor,Moise Ortiz,,,,,Options,false,false,false,false,07/01/2014,,41.765929,-87.69073,POINT (-87.69073 41.765929)
610153,5670,25191,RYDER,William H Ryder Math & Science Specialty ES,ES,false,true,true,true,"Our mission is to provide rigorous data driven instruction to every student regardless of ability. We want to promote the physical, social, emotional and academic development of students and prepare them to become successful scholars, leaders and responsible members of society. The pillars of our learning community are academic excellence, leadership development and social responsibility. We offer a rigorous, engaging curriculum that is aligned with Common Core State Standards, National Learning Standards and Illinois Learning Standards. Instruction, learning materials and assessments are differentiated to meet students’ unique, individual needs. We approach education from a holistic perspective and offer a vast array of programs, services, resources and supports to address every element that has potential to impact a student’s ability to excel in school. Every student has numerous opportunities to develop leadership skills. All students are given civic responsibilities and are expected to exhibit good character.",Principal,Aaron Rucker,,,8716 S WALLACE ST,Chicago,Illinois,60620,773-535-3843,773-535-3883,https://www.cps.edu/schools/schoolprofiles/610153,https://ryderschool.org,,,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",355,289,109,1,345,8,1,0,1,0,0,0,0,0,There are 355 students enrolled at RYDER.  81.4% are Low Income Students.  30.7% are Diverse Learners.  0.3% are Limited English Learners.,The largest demographic at RYDER is Black.  This demographic makes up 97.2% of the student population.  The second greatest demographic is Hispanic at 2.3%.,true,Full and Half Day,Full Day,08:45 AM-03:45 PM,,,,,,,true,true,true,,,,"24, 87",Red,Rock Island District (RI),,,,,,,Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2021-2022,,,,,,,,,,,Network 11,true,false,true,false,09/01/2004,,41.735379,-87.638843,POINT (-87.638843 41.735379)
