School_ID,Short_Name,Long_Name,School_Type,Primary_Category,Address,City,State,Zip,Phone,Fax,CPS_School_Profile,Website,Progress_Report_Year,Blue_Ribbon_Award_Year,Excelerate_Award_Gold_Year,Spot_Light_Award_Year,Improvement_Award_Year,Excellence_Award_Year,Student_Growth_Rating,Student_Growth_Description,Growth_Reading_Grades_Tested_Pct_ES,Growth_Reading_Grades_Tested_Label_ES,Growth_Math_Grades_Tested_Pct_ES,Growth_Math_Grades_Tested_Label_ES,Student_Attainment_Rating,Student_Attainment_Description,Attainment_Reading_Pct_ES,Attainment_Reading_Lbl_ES,Attainment_Math_Pct_ES,Attainment_Math_Lbl_ES,Culture_Climate_Rating,Culture_Climate_Description,School_Survey_Student_Response_Rate_Pct,School_Survey_Student_Response_Rate_Avg_Pct,School_Survey_Teacher_Response_Rate_Pct,School_Survey_Teacher_Response_Rate_Avg_Pct,School_Survey_Parent_Response_Rate_Pct,School_Survey_Parent_Response_Rate_Avg_Pct,Healthy_School_Certification,Healthy_School_Certification_Description,Creative_School_Certification,Creative_School_Certification_Description,NWEA_Reading_Growth_Grade_3_Pct,NWEA_Reading_Growth_Grade_3_Lbl,NWEA_Reading_Growth_Grade_4_Pct,NWEA_Reading_Growth_Grade_4_Lbl,NWEA_Reading_Growth_Grade_5_Pct,NWEA_Reading_Growth_Grade_5_Lbl,NWEA_Reading_Growth_Grade_6_Pct,NWEA_Reading_Growth_Grade_6_Lbl,NWEA_Reading_Growth_Grade_7_Pct,NWEA_Reading_Growth_Grade_7_Lbl,NWEA_Reading_Growth_Grade_8_Pct,NWEA_Reading_Growth_Grade_8_Lbl,NWEA_Math_Growth_Grade_3_Pct,NWEA_Math_Growth_Grade_3_Lbl,NWEA_Math_Growth_Grade_4_Pct,NWEA_Math_Growth_Grade_4_Lbl,NWEA_Math_Growth_Grade_5_Pct,NWEA_Math_Growth_Grade_5_Lbl,NWEA_Math_Growth_Grade_6_Pct,NWEA_Math_Growth_Grade_6_Lbl,NWEA_Math_Growth_Grade_7_Pct,NWEA_Math_Growth_Grade_7_Lbl,NWEA_Math_Growth_Grade_8_Pct,NWEA_Math_Growth_Grade_8_Lbl,NWEA_Reading_Attainment_Grade_2_Pct,NWEA_Reading_Attainment_Grade_2_Lbl,NWEA_Reading_Attainment_Grade_3_Pct,NWEA_Reading_Attainment_Grade_3_Lbl,NWEA_Reading_Attainment_Grade_4_Pct,NWEA_Reading_Attainment_Grade_4_Lbl,NWEA_Reading_Attainment_Grade_5_Pct,NWEA_Reading_Attainment_Grade_5_Lbl,NWEA_Reading_Attainment_Grade_6_Pct,NWEA_Reading_Attainment_Grade_6_Lbl,NWEA_Reading_Attainment_Grade_7_Pct,NWEA_Reading_Attainment_Grade_7_Lbl,NWEA_Reading_Attainment_Grade_8_Pct,NWEA_Reading_Attainment_Grade_8_Lbl,NWEA_Math_Attainment_Grade_2_Pct,NWEA_Math_Attainment_Grade_2_Lbl,NWEA_Math_Attainment_Grade_3_Pct,NWEA_Math_Attainment_Grade_3_Lbl,NWEA_Math_Attainment_Grade_4_Pct,NWEA_Math_Attainment_Grade_4_Lbl,NWEA_Math_Attainment_Grade_5_Pct,NWEA_Math_Attainment_Grade_5_Lbl,NWEA_Math_Attainment_Grade_6_Pct,NWEA_Math_Attainment_Grade_6_Lbl,NWEA_Math_Attainment_Grade_7_Pct,NWEA_Math_Attainment_Grade_7_Lbl,NWEA_Math_Attainment_Grade_8_Pct,NWEA_Math_Attainment_Grade_8_Lbl,School_Survey_Involved_Families,School_Survey_Supportive_Environment,School_Survey_Ambitious_Instruction,School_Survey_Effective_Leaders,School_Survey_Collaborative_Teachers,School_Survey_Safety,Suspensions_Per_100_Students_Year_1_Pct,Suspensions_Per_100_Students_Year_2_Pct,Suspensions_Per_100_Students_Avg_Pct,Misconducts_To_Suspensions_Year_1_Pct,Misconducts_To_Suspensions_Year_2_Pct,Misconducts_To_Suspensions_Avg_Pct,Average_Length_Suspension_Year_1_Pct,Average_Length_Suspension_Year_2_Pct,Average_Length_Suspension_Avg_Pct,Behavior_Discipline_Year_1,Behavior_Discipline_Year_2,School_Survey_School_Community,School_Survey_Parent_Teacher_Partnership,School_Survey_Quality_Of_Facilities,Student_Attendance_Year_1_Pct,Student_Attendance_Year_2_Pct,Student_Attendance_Avg_Pct,Teacher_Attendance_Year_1_Pct,Teacher_Attendance_Year_2_Pct,Teacher_Attendance_Avg_Pct,One_Year_Dropout_Rate_Year_1_Pct,One_Year_Dropout_Rate_Year_2_Pct,One_Year_Dropout_Rate_Avg_Pct,Other_Metrics_Year_1,Other_Metrics_Year_2,Freshmen_On_Track_School_Pct_Year_2,Freshmen_On_Track_CPS_Pct_Year_2,Freshmen_On_Track_School_Pct_Year_1,Freshmen_On_Track_CPS_Pct_Year_1,Graduation_4_Year_School_Pct_Year_2,Graduation_4_Year_CPS_Pct_Year_2,Graduation_4_Year_School_Pct_Year_1,Graduation_4_Year_CPS_Pct_Year_1,Graduation_5_Year_School_Pct_Year_2,Graduation_5_Year_CPS_Pct_Year_2,Graduation_5_Year_School_Pct_Year_1,Graduation_5_Year_CPS_Pct_Year_1,College_Enrollment_School_Pct_Year_2,College_Enrollment_CPS_Pct_Year_2,College_Enrollment_School_Pct_Year_1,College_Enrollment_CPS_Pct_Year_1,College_Persistence_School_Pct_Year_2,College_Persistence_CPS_Pct_Year_2,College_Persistence_School_Pct_Year_1,College_Persistence_CPS_Pct_Year_1,Progress_Toward_Graduation_Year_1,Progress_Toward_Graduation_Year_2,State_School_Report_Card_URL,Mobility_Rate_Pct,Chronic_Truancy_Pct,Empty_Progress_Report_Message,School_Survey_Rating_Description,Supportive_School_Award,Supportive_School_Award_Desc,Parent_Survey_Results_Year,School_Latitude,School_Longitude,PSAT_Grade_9_Score_School_Avg,PSAT_Grade_10_Score_School_Avg,SAT_Grade_11_Score_School_Avg,SAT_Grade_11_Score_CPS_Avg,Growth_PSAT_Grade_9_School_Pct,Growth_PSAT_Grade_9_School_Lbl,Growth_PSAT_Reading_Grade_10_School_Pct,Growth_PSAT_Reading_Grade_10_School_Lbl,Growth_SAT_Grade_11_School_Pct,Growth_SAT_Grade_11_School_Lbl,Attainment_PSAT_Grade_9_School_Pct,Attainment_PSAT_Grade_9_School_Lbl,Attainment_PSAT_Grade_10_School_Pct,Attainment_PSAT_Grade_10_School_Lbl,Attainment_SAT_Grade_11_School_Pct,Attainment_SAT_Grade_11_School_Lbl,Attainment_All_Grades_School_Pct,Attainment_All_Grades_School_Lbl,Growth_PSAT_Math_Grade_10_School_Pct,Growth_PSAT_Math_Grade_10_School_Lbl,Growth_SAT_Reading_Grade_11_School_Pct,Growth_SAT_Reading_Grade_11_School_Lbl,Growth_SAT_Math_Grade_11_School_Pct,Growth_SAT_Math_Grade_11_School_Lbl
609679,PROSSER HS,Charles Allen Prosser Career Academy High School,Career academy,HS,2148 N LONG AVE,Chicago,Illinois,60639,773-534-3200,773-534-3382,https://www.cps.edu/schools/schoolprofiles/609679,https://prosseracademy.org,2020,,,,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time compared other CPS school and schools nationwide. The score is based on an average of the available PSAT and SAT growth measures listed below.,,,,,NO DATA AVAILABLE,"Student Attainment measures how well the school performed on standardized tests at a single point in time. This school's score is based on attainment relative to the combined College Readiness Benchmark scores, set by College Board. To learn more, visit  https://collegereadiness.collegeboard.org .",,,,,NO DATA AVAILABLE,"Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit   https://www.5-essentials.org/ .",,,,,,,Not Achieved,"Students learn better at healthy schools! Due to Covid-19, data is not available for Healthy CPS for SY2020. Learn more by visiting  cps.edu/healthycps.",,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  https://www.cpsarts.org/home/arts-liaisons/creative-schools-initiative/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,1.4,2.8,3.3,2.3,12.4,2.0 days,1.5 days,1.9 days,2019,2020,,,,87.7,,,93.5,93,94.6,0.9,0.6,5.6,2019,2020,,,82.5,88.5,88.2,80.6,89.8,79.7,93,82.5,90.7,80.9,70.8,67,76.5,67.2,78.6,73.7,72.4,73.2,2019,2020,http://iirc.niu.edu/School.aspx?schoolid=150162990250534,4.7,31.6,,,EMERGING,"This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2020,41.920059,-87.761048,,,,,,,,,,,,,,,,,,,,,,,,
609805,JOPLIN,Scott Joplin Elementary School,Neighborhood,ES,7931 S HONORE ST,Chicago,Illinois,60620,773-535-3425,773-535-3442,https://www.cps.edu/schools/schoolprofiles/609805,https://scottjoplinschool.org,2020,,2020,,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,,,,,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,,,,,NO DATA AVAILABLE,"Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit   https://www.5-essentials.org/ .",,,,,,,Not Achieved,"Students learn better at healthy schools! Due to Covid-19, data is not available for Healthy CPS for SY2020. Learn more by visiting  cps.edu/healthycps.",,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  https://www.cpsarts.org/home/arts-liaisons/creative-schools-initiative/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2.8,0,0,12.4,0.0 days,0.0 days,1.9 days,2019,2020,,,,96.1,,,93,93.6,94.6,,,,2019,2020,,,,,,,,,,,,,,,,,,,,,2019,2020,http://iirc.niu.edu/School.aspx?schoolid=150162990252775,24.9,9.6,,,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,2020,41.749339,-87.669366,,,,,,,,,,,,,,,,,,,,,,,,
610208,LAVIZZO,Mildred I Lavizzo Elementary School,Neighborhood,ES,138 W 109TH ST,Chicago,Illinois,60628,773-535-5300,773-535-5313,https://www.cps.edu/schools/schoolprofiles/610208,https://lavizzo.cps.edu,2020,,2020,,2012,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,,,,,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,,,,,NO DATA AVAILABLE,"Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit   https://www.5-essentials.org/ .",,,,,,,Not Achieved,"Students learn better at healthy schools! Due to Covid-19, data is not available for Healthy CPS for SY2020. Learn more by visiting  cps.edu/healthycps.",,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  https://www.cpsarts.org/home/arts-liaisons/creative-schools-initiative/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,0,2.8,35.7,0,12.4,2.0 days,0.0 days,1.9 days,2019,2020,,,,95.8,,,94.4,94.2,94.6,,,,2019,2020,,,,,,,,,,,,,,,,,,,,,2019,2020,http://iirc.niu.edu/School.aspx?schoolid=150162990252492,20.8,4.7,,,EMERGING,"This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2020,41.696262,-87.627148,,,,,,,,,,,,,,,,,,,,,,,,
610185,STEVENSON,Adlai E Stevenson Elementary School,Neighborhood,ES,8010 S KOSTNER AVE,Chicago,Illinois,60652,773-535-2280,773-535-2339,https://www.cps.edu/schools/schoolprofiles/610185,http://stevenson.cps.edu,2020,,2020,,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,,,,,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,,,,,NO DATA AVAILABLE,"Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit   https://www.5-essentials.org/ .",,,,,,,Not Achieved,"Students learn better at healthy schools! Due to Covid-19, data is not available for Healthy CPS for SY2020. Learn more by visiting  cps.edu/healthycps.",,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  https://www.cpsarts.org/home/arts-liaisons/creative-schools-initiative/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.4,2.8,7.7,10.6,12.4,1.2 days,1.6 days,1.9 days,2019,2020,,,,95.1,,,94.4,94.4,94.6,,,,2019,2020,,,,,,,,,,,,,,,,,,,,,2019,2020,http://iirc.niu.edu/School.aspx?schoolid=150162990252465,4.1,5.6,,,EMERGING,"This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2020,41.747107,-87.731666,,,,,,,,,,,,,,,,,,,,,,,,
610090,MURRAY,Phillip Murray Elementary Language Academy,Magnet,ES,5335 S KENWOOD AVE,Chicago,Illinois,60615,773-535-0585,773-535-0590,https://www.cps.edu/schools/schoolprofiles/610090,https://murray.cps.edu,2020,,,2013,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,,,,,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,,,,,NO DATA AVAILABLE,"Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit   https://www.5-essentials.org/ .",,,,,,,Not Achieved,"Students learn better at healthy schools! Due to Covid-19, data is not available for Healthy CPS for SY2020. Learn more by visiting  cps.edu/healthycps.",,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  https://www.cpsarts.org/home/arts-liaisons/creative-schools-initiative/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,1.3,2.8,45.2,8.3,12.4,1.6 days,1.5 days,1.9 days,2019,2020,,,,94.8,,,95.5,94.8,94.6,,,,2019,2020,,,,,,,,,,,,,,,,,,,,,2019,2020,http://iirc.niu.edu/School.aspx?schoolid=150162990252366,1.1,5,,,EMERGING,"This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2020,41.798535,-87.59334,,,,,,,,,,,,,,,,,,,,,,,,
610390,RICKOVER MILITARY HS,Hyman G Rickover Naval Academy High School,Military academy,HS,5700 W BERTEAU AVE,Chicago,Illinois,60634,773-534-2890,773-534-8715,https://www.cps.edu/schools/schoolprofiles/610390,http://www.rickovernaval.org,2020,,,,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time compared other CPS school and schools nationwide. The score is based on an average of the available PSAT and SAT growth measures listed below.,,,,,NO DATA AVAILABLE,"Student Attainment measures how well the school performed on standardized tests at a single point in time. This school's score is based on attainment relative to the combined College Readiness Benchmark scores, set by College Board. To learn more, visit  https://collegereadiness.collegeboard.org .",,,,,NO DATA AVAILABLE,"Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit   https://www.5-essentials.org/ .",,,,,,,Not Achieved,"Students learn better at healthy schools! Due to Covid-19, data is not available for Healthy CPS for SY2020. Learn more by visiting  cps.edu/healthycps.",,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  https://www.cpsarts.org/home/arts-liaisons/creative-schools-initiative/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,3.8,2.8,13.8,25.4,12.4,1.7 days,1.5 days,1.9 days,2019,2020,,,,90.1,,,94.3,95.2,94.6,2.4,1,5.6,2019,2020,,,95.3,88.5,88.3,80.6,91.3,79.7,92.8,82.5,88.6,80.9,73.3,67,68.3,67.2,78.6,73.7,72.7,73.2,2019,2020,http://iirc.niu.edu/School.aspx?schoolid=150162990250828,2.8,15.3,,,ESTABLISHED,"This school has put in place systems and structures to support social and emotional learning (SEL). This may include SEL action plans, ongoing training for teachers and staff, partnerships with community organizations, time for SEL in the master schedule, and/or targeted and intensive SEL services.",2020,41.957599,-87.769938,,,,,,,,,,,,,,,,,,,,,,,,
609955,GRESHAM,Walter Q Gresham Elementary School,Neighborhood,ES,8524 S GREEN ST,Chicago,Illinois,60620,773-535-3350,773-535-3563,https://www.cps.edu/schools/schoolprofiles/609955,http://Greshamschool.org,2020,,2020,,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,,,,,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,,,,,NO DATA AVAILABLE,"Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit   https://www.5-essentials.org/ .",,,,,,,Not Achieved,"Students learn better at healthy schools! Due to Covid-19, data is not available for Healthy CPS for SY2020. Learn more by visiting  cps.edu/healthycps.",,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  https://www.cpsarts.org/home/arts-liaisons/creative-schools-initiative/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2.1,2.8,42.1,47.1,12.4,2.0 days,2.5 days,1.9 days,2019,2020,,,,96.2,,,94.2,91.6,94.6,,,,2019,2020,,,,,,,,,,,,,,,,,,,,,2019,2020,http://iirc.niu.edu/School.aspx?schoolid=150162990252231,13.3,4.9,,,EMERGING,"This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2020,41.73892,-87.645025,,,,,,,,,,,,,,,,,,,,,,,,
609769,GRAHAM HS,Ray Graham Training Center High School,Special Education,HS,2347 S WABASH AVE,Chicago,Illinois,60616,773-534-9257,773-534-9247,https://www.cps.edu/schools/schoolprofiles/609769,https://raygrahamtrainingcenterhs.com,2020,,,,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time compared other CPS school and schools nationwide. The score is based on an average of the available PSAT and SAT growth measures listed below.,,,,,NO DATA AVAILABLE,"Student Attainment measures how well the school performed on standardized tests at a single point in time. This school's score is based on attainment relative to the combined College Readiness Benchmark scores, set by College Board. To learn more, visit  https://collegereadiness.collegeboard.org .",,,,,NO DATA AVAILABLE,"Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit   https://www.5-essentials.org/ .",,,,,,,Not Achieved,"Students learn better at healthy schools! Due to Covid-19, data is not available for Healthy CPS for SY2020. Learn more by visiting  cps.edu/healthycps.",,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  https://www.cpsarts.org/home/arts-liaisons/creative-schools-initiative/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.7,2.8,12.5,12.5,12.4,1.0 days,2.0 days,1.9 days,2019,2020,,,,86,,,93.1,92.4,94.6,2.3,1.9,5.6,2019,2020,,,,,,,,,,,0,80.9,0,67,10.7,67.2,,,,,2019,2020,http://iirc.niu.edu/School.aspx?schoolid=150162990253715,,,,,ESTABLISHED,"This school has put in place systems and structures to support social and emotional learning (SEL). This may include SEL action plans, ongoing training for teachers and staff, partnerships with community organizations, time for SEL in the master schedule, and/or targeted and intensive SEL services.",2020,41.849675,-87.625315,,,,,,,,,,,,,,,,,,,,,,,,
609880,DECATUR,Stephen Decatur Classical Elementary School,Classical,ES,7030 N SACRAMENTO AVE,Chicago,Illinois,60645,773-534-2201,773-534-2191,https://www.cps.edu/schools/schoolprofiles/609880,https://www.decaturclassical.org,2020,2020,,,,2013,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,,,,,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,,,,,NO DATA AVAILABLE,"Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit   https://www.5-essentials.org/ .",,,,,,,Not Achieved,"Students learn better at healthy schools! Due to Covid-19, data is not available for Healthy CPS for SY2020. Learn more by visiting  cps.edu/healthycps.",,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  https://www.cpsarts.org/home/arts-liaisons/creative-schools-initiative/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2.8,0,0,12.4,0.0 days,0.0 days,1.9 days,2019,2020,,,,96.2,,,96.6,96.1,94.6,,,,2019,2020,,,,,,,,,,,,,,,,,,,,,2019,2020,http://iirc.niu.edu/School.aspx?schoolid=150162990252805,1.4,1.2,,,ESTABLISHED,"This school has put in place systems and structures to support social and emotional learning (SEL). This may include SEL action plans, ongoing training for teachers and staff, partnerships with community organizations, time for SEL in the master schedule, and/or targeted and intensive SEL services.",2020,42.009289,-87.704619,,,,,,,,,,,,,,,,,,,,,,,,
610147,ROGERS,Philip Rogers Elementary School,Neighborhood,ES,7345 N WASHTENAW AVE,Chicago,Illinois,60645,773-534-2125,773-534-2193,https://www.cps.edu/schools/schoolprofiles/610147,https://philiprogersschool.org,2020,,2020,,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,,,,,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,,,,,NO DATA AVAILABLE,"Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit   https://www.5-essentials.org/ .",,,,,,,Not Achieved,"Students learn better at healthy schools! Due to Covid-19, data is not available for Healthy CPS for SY2020. Learn more by visiting  cps.edu/healthycps.",,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  https://www.cpsarts.org/home/arts-liaisons/creative-schools-initiative/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,1.1,2.8,20.9,66.7,12.4,1.2 days,2.0 days,1.9 days,2019,2020,,,,95.1,,,93.7,94.9,94.6,,,,2019,2020,,,,,,,,,,,,,,,,,,,,,2019,2020,http://iirc.niu.edu/School.aspx?schoolid=150162990252426,5.1,4.7,,,EMERGING,"This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2020,42.015265,-87.697185,,,,,,,,,,,,,,,,,,,,,,,,
610342,SABIN,Albert R Sabin Elementary Magnet School,Magnet,ES,2216 W HIRSCH ST,Chicago,Illinois,60622,773-534-4490,773-534-4511,https://www.cps.edu/schools/schoolprofiles/610342,https://sabin.cps.edu,2020,,,,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,,,,,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,,,,,NO DATA AVAILABLE,"Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit   https://www.5-essentials.org/ .",,,,,,,Not Achieved,"Students learn better at healthy schools! Due to Covid-19, data is not available for Healthy CPS for SY2020. Learn more by visiting  cps.edu/healthycps.",,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  https://www.cpsarts.org/home/arts-liaisons/creative-schools-initiative/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.2,2.8,47.1,2.9,12.4,3.2 days,5.0 days,1.9 days,2019,2020,,,,93.8,,,94.5,93.5,94.6,,,,2019,2020,,,,,,,,,,,,,,,,,,,,,2019,2020,http://iirc.niu.edu/School.aspx?schoolid=150162990252828,2.8,5.9,,,ESTABLISHED,"This school has put in place systems and structures to support social and emotional learning (SEL). This may include SEL action plans, ongoing training for teachers and staff, partnerships with community organizations, time for SEL in the master schedule, and/or targeted and intensive SEL services.",2020,41.906816,-87.68305,,,,,,,,,,,,,,,,,,,,,,,,
